TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
Gestor_Utilizadores,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,34,0.3,1,83,1374,53798,1716544422413,0.8214285714285714,1111111111111111111000011101111101011111101110111111111111111111111111111111101010100111111111001111111111000110,0.8591549295774648,11111111111111111111111111111111111111111111011101111111101111000100100,1.0,11111111111111111111111111111111111,0,0,34,1,0.8372093023255814,1111110100111011111111111111111111111000000000111111111111111111010011011111000000000110011111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.14556962025316456,01000000000001001010010000000000000000000111111000000000000000000000000000000000000000000000000000000000110110110110000000000000000000010010000010000000000100,1.0,1111111111111111111111111111111111111111111111,0.41304347826086957,1110101000011011111000000011000000000101110010,0.8591549295774648,11111111111111111111111111111111111111111110111011111111111101000110000
