GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
projectturma,turma,NotaInvalidaException,4,0,0,0,2,0,1,0,1,0
projectturma,turma,Aluno,216,0,20,0,50,0,25,0,15,0
projectturma,turma,AlunoInexistenteException,4,0,0,0,2,0,1,0,1,0
projectturma,turma,Turma,181,0,18,0,38,0,23,0,14,0
