TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
Model.Utilizador,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,35,0.3,1,65,1198,54637,1716542772006,0.8947368421052632,11111111111111111111111111111111111111111111111111101111000000000011111111111111111111111111111110011011110011111111111111111111111111111111111111111111,0.7037037037037037,111111111111111111111111111111111111111101011101010111101000000000000000000111111,1.0,111111111111,0,0,12,1,0.6666666666666666,111111111111111111111110110111111011011011111000000000000000000000000000000000000001111111111111111111111111111111110111111111111111,0.589041095890411,0011110101110101101101101101101111101111111111101101101100000000000001010,1.0,111111111111111111111111111111111111,1.0,111111111111111111111111111111111111,0.7037037037037037,111111111111111111111111111111111111111010111101010111101000000000000000000111111
